Country Name	Country Code	Series Name	Series Code	2016 [YR2016]
Sweden	SWE	Male population 45-49	SP.POP.4549.MA	349705
Sweden	SWE	Male population 50-54	SP.POP.5054.MA	325619
Sweden	SWE	Male population 55-59	SP.POP.5559.MA	297797
Sweden	SWE	Male population 60-64	SP.POP.6064.MA	272801
Sweden	SWE	Male population 65-69	SP.POP.6569.MA	296237
Sweden	SWE	Male population 70-74	SP.POP.7074.MA	249197
Sweden	SWE	Male population 75-79	SP.POP.7579.MA	164328
Sweden	SWE	Male population 80+	SP.POP.80UP.MA	198279
Switzerland	CHE	Female population 00-04	SP.POP.0004.FE	210063
Switzerland	CHE	Female population 05-09	SP.POP.0509.FE	199313
Switzerland	CHE	Female population 10-14	SP.POP.1014.FE	194942
Switzerland	CHE	Female population 15-19	SP.POP.1519.FE	210863
Switzerland	CHE	Female population 20-24	SP.POP.2024.FE	247456
Switzerland	CHE	Female population 25-29	SP.POP.2529.FE	277042
Switzerland	CHE	Female population 30-34	SP.POP.3034.FE	300462
Switzerland	CHE	Female population 35-39	SP.POP.3539.FE	280931
Switzerland	CHE	Female population 40-44	SP.POP.4044.FE	286612
Switzerland	CHE	Female population 45-49	SP.POP.4549.FE	328993
Switzerland	CHE	Female population 50-54	SP.POP.5054.FE	328517
Switzerland	CHE	Female population 60-64	SP.POP.6064.FE	235052
Switzerland	CHE	Female population 55-59	SP.POP.5559.FE	279643
Switzerland	CHE	Female population 65-69	SP.POP.6569.FE	229019
Switzerland	CHE	Female population 70-74	SP.POP.7074.FE	197301
Switzerland	CHE	Female population 75-79	SP.POP.7579.FE	154408
Switzerland	CHE	Female population 80+	SP.POP.80UP.FE	266346
Switzerland	CHE	Male population 00-04	SP.POP.0004.MA	222127
Switzerland	CHE	Male population 05-09	SP.POP.0509.MA	210100
Switzerland	CHE	Male population 10-14	SP.POP.1014.MA	204932
Switzerland	CHE	Male population 15-19	SP.POP.1519.MA	221404
Switzerland	CHE	Male population 20-24	SP.POP.2024.MA	256721
Switzerland	CHE	Male population 25-29	SP.POP.2529.MA	283919
Switzerland	CHE	Male population 30-34	SP.POP.3034.MA	303459
Switzerland	CHE	Male population 35-39	SP.POP.3539.MA	284465
Switzerland	CHE	Male population 40-44	SP.POP.4044.MA	289827
Switzerland	CHE	Male population 45-49	SP.POP.4549.MA	336280
Switzerland	CHE	Male population 50-54	SP.POP.5054.MA	334881
Switzerland	CHE	Male population 55-59	SP.POP.5559.MA	288017
Switzerland	CHE	Male population 60-64	SP.POP.6064.MA	230779
Switzerland	CHE	Male population 65-69	SP.POP.6569.MA	217092
Switzerland	CHE	Male population 70-74	SP.POP.7074.MA	177354
Switzerland	CHE	Male population 75-79	SP.POP.7579.MA	126336
Switzerland	CHE	Male population 80+	SP.POP.80UP.MA	158684
Singapore	SGP	Female population 00-04	SP.POP.0004.FE	127423
Singapore	SGP	Female population 05-09	SP.POP.0509.FE	137827
Singapore	SGP	Female population 10-14	SP.POP.1014.FE	151758
Singapore	SGP	Female population 15-19	SP.POP.1519.FE	170197
Singapore	SGP	Female population 20-24	SP.POP.2024.FE	186855
Singapore	SGP	Female population 25-29	SP.POP.2529.FE	179184
Singapore	SGP	Female population 30-34	SP.POP.3034.FE	199533
Singapore	SGP	Female population 35-39	SP.POP.3539.FE	222006
Singapore	SGP	Female population 40-44	SP.POP.4044.FE	235169
Singapore	SGP	Female population 45-49	SP.POP.4549.FE	227496
Singapore	SGP	Female population 50-54	SP.POP.5054.FE	228894
Singapore	SGP	Female population 60-64	SP.POP.6064.FE	179826
Singapore	SGP	Female population 55-59	SP.POP.5559.FE	217133
Singapore	SGP	Female population 65-69	SP.POP.6569.FE	140287
Singapore	SGP	Female population 70-74	SP.POP.7074.FE	85177
Singapore	SGP	Female population 75-79	SP.POP.7579.FE	63890
Singapore	SGP	Female population 80+	SP.POP.80UP.FE	84524
Singapore	SGP	Male population 00-04	SP.POP.0004.MA	137345
Singapore	SGP	Male population 05-09	SP.POP.0509.MA	142507
Singapore	SGP	Male population 10-14	SP.POP.1014.MA	157527
Singapore	SGP	Male population 15-19	SP.POP.1519.MA	178400
Singapore	SGP	Male population 20-24	SP.POP.2024.MA	193035
Singapore	SGP	Male population 25-29	SP.POP.2529.MA	181700
Singapore	SGP	Male population 30-34	SP.POP.3034.MA	188237
Singapore	SGP	Male population 35-39	SP.POP.3539.MA	204480
Singapore	SGP	Male population 40-44	SP.POP.4044.MA	223323
Singapore	SGP	Male population 45-49	SP.POP.4549.MA	220822
Singapore	SGP	Male population 50-54	SP.POP.5054.MA	230541
Singapore	SGP	Male population 55-59	SP.POP.5559.MA	218483
Singapore	SGP	Male population 60-64	SP.POP.6064.MA	178392
Singapore	SGP	Male population 65-69	SP.POP.6569.MA	133983
Singapore	SGP	Male population 70-74	SP.POP.7074.MA	75946
Singapore	SGP	Male population 75-79	SP.POP.7579.MA	52178
Singapore	SGP	Male population 80+	SP.POP.80UP.MA	53204
Spain	ESP	Female population 00-04	SP.POP.0004.FE	1003883
Spain	ESP	Female population 05-09	SP.POP.0509.FE	1190310
Spain	ESP	Female population 10-14	SP.POP.1014.FE	1139553
Spain	ESP	Female population 15-19	SP.POP.1519.FE	1032753
Spain	ESP	Female population 20-24	SP.POP.2024.FE	1087771
Spain	ESP	Female population 25-29	SP.POP.2529.FE	1199058
Spain	ESP	Female population 30-34	SP.POP.3034.FE	1457467
Spain	ESP	Female population 35-39	SP.POP.3539.FE	1869775
Spain	ESP	Female population 40-44	SP.POP.4044.FE	1967742
Spain	ESP	Female population 45-49	SP.POP.4549.FE	1861587
Spain	ESP	Female population 50-54	SP.POP.5054.FE	1791917
Spain	ESP	Female population 60-64	SP.POP.6064.FE	1369601
Spain	ESP	Female population 55-59	SP.POP.5559.FE	1632944
Spain	ESP	Female population 65-69	SP.POP.6569.FE	1256866
Spain	ESP	Female population 70-74	SP.POP.7074.FE	1100040
Spain	ESP	Female population 75-79	SP.POP.7579.FE	915232
Spain	ESP	Female population 80+	SP.POP.80UP.FE	1811453
Spain	ESP	Male population 00-04	SP.POP.0004.MA	1066897
Spain	ESP	Male population 05-09	SP.POP.0509.MA	1262207
Spain	ESP	Male population 10-14	SP.POP.1014.MA	1206278
Spain	ESP	Male population 15-19	SP.POP.1519.MA	1088725
Spain	ESP	Male population 20-24	SP.POP.2024.MA	1124489
Spain	ESP	Male population 25-29	SP.POP.2529.MA	1215381
Spain	ESP	Male population 30-34	SP.POP.3034.MA	1470652
Spain	ESP	Male population 35-39	SP.POP.3539.MA	1914041
Spain	ESP	Male population 40-44	SP.POP.4044.MA	2040375
Spain	ESP	Male population 45-49	SP.POP.4549.MA	1913130
Spain	ESP	Male population 50-54	SP.POP.5054.MA	1792564
Spain	ESP	Male population 55-59	SP.POP.5559.MA	1586209
Spain	ESP	Male population 60-64	SP.POP.6064.MA	1288399
Spain	ESP	Male population 65-69	SP.POP.6569.MA	1128613
Spain	ESP	Male population 70-74	SP.POP.7074.MA	936611
Spain	ESP	Male population 75-79	SP.POP.7579.MA	705064
Spain	ESP	Male population 80+	SP.POP.80UP.MA	1056476
				
				
				
Data from database: Population estimates and projections				
Last Updated: 09/20/2018				
