												
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated"										Cyclically		
Robert J. Shiller 										Adjusted		
										Price		
				  Consumer						Earnings		
	S&P			Price		Long				Ratio		
	Comp.	Dividend	Earnings	Index	Date  	Interest	Real	Real	Real	P/E10 or		
Date	P	D	E	CPI	Fraction	Rate GS10	Price	Dividend	Earnings	CAPE		
1880.11	5.61	0.26	0.48	9.42	1880.87	3.75	150.48	6.84	12.90	NA		
1880.12	5.84	0.26	0.49	9.51	1880.96	3.73	155.08	6.90	13.01	NA		
1881.01	6.19	0.27	0.49	9.42	1881.04	3.70	166.04	7.11	13.03	18.47		
1881.02	6.17	0.27	0.48	9.51	1881.12	3.69	163.84	7.17	12.79	18.15		
1881.03	6.24	0.28	0.48	9.51	1881.21	3.69	165.70	7.30	12.68	18.27		
1881.04	6.22	0.28	0.47	9.61	1881.29	3.68	163.54	7.36	12.44	17.95		
1881.05	6.50	0.29	0.47	9.51	1881.37	3.67	172.61	7.57	12.46	18.87		
1881.06	6.58	0.29	0.47	9.51	1881.46	3.67	174.73	7.70	12.35	19.03		
1881.07	6.35	0.30	0.46	9.61	1881.54	3.66	166.96	7.76	12.12	18.12		
1881.08	6.20	0.30	0.46	9.80	1881.62	3.65	159.85	7.73	11.77	17.29		
1881.09	6.25	0.31	0.45	10.18	1881.71	3.65	155.11	7.57	11.23	16.72		
1881.1	6.15	0.31	0.45	10.28	1881.79	3.64	151.22	7.62	11.02	16.26		
1881.11	6.19	0.32	0.44	10.18	1881.87	3.63	153.62	7.82	11.02	16.48		
1881.12	6.01	0.32	0.44	10.18	1881.96	3.63	149.15	7.94	10.92	15.96		
1882.01	5.92	0.32	0.44	10.18	1882.04	3.62	146.92	7.94	10.90	15.68		
1882.02	5.79	0.32	0.44	10.28	1882.12	3.62	142.36	7.87	10.78	15.15		
1882.03	5.78	0.32	0.44	10.28	1882.21	3.62	142.12	7.87	10.76	15.09		
1882.04	5.78	0.32	0.44	10.37	1882.29	3.62	140.81	7.80	10.64	14.92		
1882.05	5.71	0.32	0.44	10.47	1882.37	3.62	137.84	7.73	10.52	14.57		
1882.06	5.68	0.32	0.44	10.56	1882.46	3.62	135.88	7.66	10.41	14.33		
1882.07	6.00	0.32	0.43	10.47	1882.54	3.63	144.85	7.73	10.48	15.24		
1882.08	6.18	0.32	0.43	10.56	1882.62	3.63	147.85	7.66	10.37	15.53		
1882.09	6.24	0.32	0.43	10.28	1882.71	3.63	153.43	7.87	10.63	16.08		
1882.1	6.07	0.32	0.43	10.18	1882.79	3.63	150.64	7.94	10.71	15.76		
1882.11	5.81	0.32	0.43	10.09	1882.87	3.63	145.55	8.02	10.79	15.19		
1882.12	5.84	0.32	0.43	9.99	1882.96	3.63	147.70	8.09	10.87	15.38		
1883.01	5.81	0.32	0.43	9.99	1883.04	3.63	146.94	8.11	10.81	15.27		
1883.02	5.68	0.32	0.43	10.09	1883.12	3.63	142.29	8.06	10.65	14.76		
1883.03	5.75	0.32	0.42	9.99	1883.21	3.63	145.42	8.16	10.69	15.05		
1883.04	5.87	0.32	0.42	9.90	1883.29	3.63	149.88	8.25	10.72	15.48		
1883.05	5.77	0.32	0.42	9.80	1883.37	3.63	148.76	8.36	10.76	15.34		
1883.06	5.82	0.33	0.42	9.51	1883.46	3.63	154.55	8.63	11.02	15.90		
1883.07	5.73	0.33	0.41	9.32	1883.54	3.63	155.27	8.83	11.18	15.95		
1883.08	5.47	0.33	0.41	9.32	1883.62	3.62	148.22	8.85	11.11	15.20		
1883.09	5.53	0.33	0.41	9.23	1883.71	3.62	151.39	8.97	11.16	15.49		
1883.1	5.38	0.33	0.41	9.23	1883.79	3.62	147.28	8.99	11.09	15.05		
1883.11	5.46	0.33	0.40	9.13	1883.87	3.62	151.03	9.11	11.13	15.41		
1883.12	5.34	0.33	0.40	9.23	1883.96	3.62	146.19	9.03	10.95	14.90		
1884.01	5.18	0.33	0.39	9.23	1884.04	3.62	141.81	8.99	10.75	14.43		
1884.02	5.32	0.33	0.39	9.23	1884.12	3.61	145.64	8.94	10.54	14.81		
1884.03	5.30	0.33	0.38	9.23	1884.21	3.60	145.09	8.90	10.33	14.74		
1884.04	5.06	0.32	0.37	9.04	1884.29	3.60	141.44	9.04	10.34	14.35		
1884.05	4.65	0.32	0.36	8.85	1884.37	3.59	132.78	9.19	10.35	13.47		
1884.06	4.46	0.32	0.36	8.85	1884.46	3.58	127.35	9.14	10.14	12.91		
1884.07	4.46	0.32	0.35	8.75	1884.54	3.57	128.73	9.19	10.03	13.04		
1884.08	4.74	0.32	0.34	8.75	1884.62	3.56	136.82	9.14	9.81	13.86		
1884.09	4.59	0.32	0.33	8.66	1884.71	3.55	133.94	9.19	9.70	13.57		
1884.1	4.44	0.31	0.33	8.56	1884.79	3.55	131.00	9.24	9.59	13.27		
1884.11	4.35	0.31	0.32	8.37	1884.87	3.54	131.27	9.41	9.58	13.30		
1884.12	4.34	0.31	0.31	8.28	1884.96	3.53	132.47	9.46	9.46	13.43		
1885.01	4.24	0.30	0.31	8.28	1885.04	3.52	129.42	9.29	9.36	13.13		
1885.02	4.37	0.30	0.30	8.37	1885.12	3.51	131.87	9.00	9.15	13.38		
1885.03	4.38	0.29	0.30	8.18	1885.21	3.50	135.25	9.03	9.26	13.73		
1885.04	4.37	0.29	0.30	8.28	1885.29	3.48	133.39	8.75	9.06	13.55		
1885.05	4.32	0.28	0.29	8.09	1885.37	3.47	134.96	8.77	9.16	13.71		
1885.06	4.30	0.28	0.29	7.90	1885.46	3.46	137.57	8.80	9.28	13.98		
1885.07	4.46	0.27	0.29	7.99	1885.54	3.45	140.99	8.51	9.06	14.33		
1885.08	4.71	0.26	0.28	7.99	1885.62	3.43	148.90	8.32	8.96	15.13		
1885.09	4.65	0.26	0.28	7.90	1885.71	3.42	148.77	8.24	8.96	15.12		
1885.1	4.92	0.25	0.28	7.90	1885.79	3.41	157.41	8.05	8.85	15.99		
1885.11	5.24	0.25	0.27	7.99	1885.87	3.40	165.65	7.77	8.64	16.82		
1885.12	5.20	0.24	0.27	8.18	1885.96	3.38	160.57	7.41	8.34	16.30		
1886.01	5.20	0.24	0.28	7.99	1886.04	3.37	164.39	7.53	8.69	16.69		
1886.02	5.30	0.24	0.28	7.99	1886.12	3.38	167.55	7.48	8.85	17.01		
1886.03	5.19	0.24	0.29	7.90	1886.21	3.40	166.05	7.52	9.12	16.84		
1886.04	5.12	0.23	0.29	7.80	1886.29	3.41	165.81	7.56	9.39	16.80		
1886.05	5.02	0.23	0.30	7.61	1886.37	3.42	166.63	7.69	9.79	16.86		
1886.06	5.25	0.23	0.30	7.52	1886.46	3.43	176.47	7.73	10.08	17.83		
1886.07	5.33	0.23	0.31	7.61	1886.54	3.45	176.92	7.58	10.12	17.85		
1886.08	5.37	0.23	0.31	7.71	1886.62	3.46	176.05	7.43	10.16	17.72		
1886.09	5.51	0.23	0.32	7.71	1886.71	3.47	180.64	7.38	10.33	18.15		
1886.1	5.65	0.22	0.32	7.71	1886.79	3.48	185.23	7.32	10.49	18.56		
1886.11	5.79	0.22	0.33	7.71	1886.87	3.50	189.82	7.27	10.65	18.97		
1886.12	5.64	0.22	0.33	7.80	1886.96	3.51	182.65	7.12	10.69	18.19		
1887.01	5.58	0.22	0.33	7.99	1887.04	3.52	176.40	7.03	10.51	17.51		
1887.02	5.54	0.23	0.34	8.09	1887.12	3.53	173.08	7.03	10.47	17.13		
1887.03	5.67	0.23	0.34	8.09	1887.21	3.55	177.14	7.11	10.54	17.47		
1887.04	5.80	0.23	0.34	8.09	1887.29	3.56	181.20	7.19	10.62	17.82		
1887.05	5.90	0.23	0.34	8.09	1887.37	3.57	184.32	7.26	10.70	18.08		
1887.06	5.73	0.24	0.35	7.99	1887.46	3.58	181.14	7.43	10.91	17.71		
1887.07	5.59	0.24	0.35	7.90	1887.54	3.60	178.85	7.60	11.12	17.43		
1887.08	5.45	0.24	0.35	7.99	1887.62	3.61	172.29	7.59	11.06	16.74		
1887.09	5.38	0.24	0.35	7.90	1887.71	3.62	172.13	7.76	11.28	16.68		
1887.1	5.20	0.25	0.36	7.99	1887.79	3.63	164.39	7.75	11.22	15.88		
1887.11	5.30	0.25	0.36	8.09	1887.87	3.65	165.58	7.73	11.17	15.95		
1887.12	5.27	0.25	0.36	8.28	1887.96	3.66	160.86	7.63	10.99	15.46		
1888.01	5.31	0.25	0.35	8.37	1888.04	3.67	160.23	7.49	10.61	15.36		
1888.02	5.28	0.25	0.34	8.28	1888.12	3.65	161.16	7.53	10.48	15.42		
1888.03	5.08	0.25	0.34	8.28	1888.21	3.63	155.06	7.48	10.23	14.81		
1888.04	5.10	0.24	0.33	8.18	1888.29	3.62	157.48	7.51	10.09	15.02		
1888.05	5.17	0.24	0.32	8.09	1888.37	3.60	161.52	7.55	9.94	15.39		
1888.06	5.01	0.24	0.31	7.99	1888.46	3.58	158.38	7.59	9.80	15.08		
1888.07	5.14	0.24	0.30	8.09	1888.54	3.56	160.58	7.44	9.43	15.28		
1888.08	5.25	0.24	0.29	8.09	1888.62	3.54	164.02	7.39	9.16	15.60		
1888.09	5.38	0.24	0.29	8.09	1888.71	3.52	168.08	7.34	8.90	15.99		
